Date,DAX,FTSE
2008-09-17,-1.7466,-2.2531
2008-09-18,0.0416,-0.659
2008-09-19,5.5618,8.839
2008-09-22,-1.3213,-1.4134
2008-09-23,-0.6421,-1.9124
2008-09-24,-0.2581,-0.7895
2008-09-25,1.9852,1.9909
2008-09-26,-1.7743,-2.0887
2008-09-29,-4.2289,-5.3002
2008-09-30,0.4123,1.7365
2008-10-01,-0.4234,1.1655
2008-10-02,-2.5093,-1.7995
2008-10-03,2.4096,2.2567
2008-10-06,-7.0729,-7.8522
2008-10-07,-1.1208,0.3493
2008-10-08,-5.8763,-5.1796
2008-10-09,-2.5255,-1.2112
2008-10-10,-7.0123,-8.8493
2008-10-13,11.402,8.2613
2008-10-14,2.7011,3.2256
2008-10-15,-6.4925,-7.1599
2008-10-16,-4.9123,-5.3486
2008-10-17,3.4291,5.2214
2008-10-20,1.1227,5.4063
2008-10-21,-1.0465,-1.2361
2008-10-22,-4.4591,-4.4646
2008-10-23,-1.1238,1.1616
2008-10-24,-4.9567,-5.0019
2008-10-27,0.9072,-0.7924
2008-10-28,11.2768,1.9153
2008-10-29,-0.306,8.0522
2008-10-30,1.2604,1.1576
2008-10-31,2.4371,1.9967
2008-11-03,0.7793,1.5064
2008-11-04,4.9972,4.4161
2008-11-05,-2.1063,-2.3444
2008-11-06,-6.8378,-5.7015
2008-11-07,2.5945,2.1662
2008-11-10,1.7631,0.8926
2008-11-11,-5.2522,-3.5702
2008-11-12,-2.9566,-1.5228
2008-11-13,0.6215,-0.3063
2008-11-14,1.3059,1.5293
2008-11-17,-3.2476,-2.3815
2008-11-18,0.4871,1.8487
2008-11-19,-4.9215,-4.8204
2008-11-20,-3.075,-3.2626
2008-11-21,-2.1987,-2.4266
2008-11-24,10.3435,9.8388
2008-11-25,0.1337,0.4404
2008-11-26,0.0018,-0.445
2008-11-27,2.2973,1.7678
2008-11-28,0.0894,1.4649
2008-12-01,-5.8819,-5.1894
2008-12-02,3.1173,1.4111
2008-12-03,0.7823,1.1424
2008-12-04,-0.0659,-0.1523
2008-12-05,-4.0042,-2.7438
2008-12-08,7.6324,6.1908
2008-12-09,1.3408,1.8883
2008-12-10,0.5392,-0.3191
2008-12-11,-0.7842,0.4902
2008-12-12,-2.178,-2.4686
2008-12-15,-0.1833,-0.0652
2008-12-16,1.6132,0.7369
2008-12-17,-0.4552,0.3507
2008-12-18,1.0199,0.1496
2008-12-19,-1.2552,-1.0098
2008-12-22,-1.2281,-0.8811
2008-12-23,-0.2078,0.1605
2008-12-24,0.0,-0.9255
2008-12-25,0.0,0.0
2008-12-26,0.0,0.0
2008-12-29,1.6305,2.437
2008-12-30,2.239,1.6977
2008-12-31,0.0,0.9445
2009-01-01,0.0,0.0
2009-01-02,3.3859,2.8781
2009-01-05,0.2196,0.3913
2009-01-06,0.8491,1.2944
2009-01-07,-1.7675,-2.8328
2009-01-08,-1.1658,-0.0475
2009-01-09,-1.9677,-1.2614
2009-01-12,-1.3435,-0.5024
2009-01-13,-1.7518,-0.6109
2009-01-14,-4.6278,-4.9671
2009-01-15,-1.9361,-1.4239
2009-01-16,0.6814,0.6297
2009-01-19,-1.1483,-0.9305
2009-01-20,-1.7676,-0.4155
2009-01-21,0.5024,-0.7704
2009-01-22,-0.9793,-0.1884
2009-01-23,-0.9594,0.0059
2009-01-26,3.5399,3.8628
2009-01-27,-0.0797,-0.3469
2009-01-28,4.5173,2.403
2009-01-29,-2.0052,-2.4467
2009-01-30,-2.027,-0.9658
2009-02-02,-1.5515,-1.7317
2009-02-03,2.4331,2.1257
2009-02-04,2.6933,1.5402
2009-02-05,0.394,0.0078
2009-02-06,2.974,1.4883
2009-02-09,0.4778,0.3667
2009-02-10,-3.4559,-2.1945
2009-02-11,0.5449,0.5027
2009-02-12,-2.7048,-0.7562
2009-02-13,0.1323,-0.301
2009-02-16,-1.0593,-1.309
2009-02-17,-3.4361,-2.4335
2009-02-18,-0.2761,-0.6767
2009-02-19,0.2438,0.288
2009-02-20,-4.7578,-3.218
2009-02-23,-1.9481,-0.9856
2009-02-24,-1.0339,-0.8905
2009-02-25,-1.2716,0.8526
2009-02-26,2.5066,1.7319
2009-02-27,-2.508,-2.1848
2009-03-02,-3.4776,-5.333
2009-03-03,-0.5216,-3.1369
2009-03-04,5.425,3.8091
2009-03-05,-5.0232,-3.182
2009-03-06,-0.7869,0.0246
2009-03-09,0.6988,0.3305
2009-03-10,5.2803,4.8789
2009-03-11,0.6977,-0.5765
2009-03-12,1.0761,0.4941
2009-03-13,-0.0662,1.1212
2009-03-16,2.3002,2.9387
2009-03-17,-1.4036,-0.1783
2009-03-18,0.2144,-1.351
2009-03-19,1.1796,0.3138
2009-03-20,0.6252,0.6791
2009-03-23,2.6453,2.8614
2009-03-24,0.2631,-1.0461
2009-03-25,0.8581,-0.2866
2009-03-26,0.8543,0.6397
2009-03-27,-1.3105,-0.6713
2009-03-30,-5.0985,-3.4867
2009-03-31,2.3947,4.3379
2009-04-01,1.1337,0.7506
2009-04-02,6.0723,4.2815
2009-04-03,0.0701,-2.3103
2009-04-06,-0.8023,-0.8966
2009-04-07,-0.6278,-1.578
2009-04-08,0.8194,-0.1272
2009-04-09,3.0565,1.4824
2009-04-10,0.0,0.0
2009-04-13,0.0,0.0
2009-04-14,1.4671,0.1325
2009-04-15,-0.1584,-0.5162
2009-04-16,1.3115,2.1313
2009-04-17,1.4618,0.9825
2009-04-20,-4.0741,-2.4907
2009-04-21,0.3417,-0.0852
2009-04-22,2.0613,1.0834
2009-04-23,-1.2234,-0.3084
2009-04-24,2.9992,3.4284
2009-04-27,0.4225,0.2652
2009-04-28,-1.8459,-1.6945
2009-04-29,2.1083,2.2749
2009-04-30,1.3793,1.2918
2009-05-01,0.0,-0.0115
2009-05-04,2.7886,0.0
2009-05-05,-1.0081,2.2087
2009-05-06,0.5704,1.3731
2009-05-07,-1.5696,0.0498
2009-05-08,2.2855,1.4416
2009-05-11,-0.9563,-0.5959
2009-05-12,-0.263,-0.2246
2009-05-13,-2.606,-2.1279
2009-05-14,0.2297,0.7206
2009-05-15,-0.0205,-0.3317
2009-05-18,2.416,2.2617
2009-05-19,2.2189,0.8051
2009-05-20,1.5993,-0.3088
2009-05-21,-2.744,-2.7513
2009-05-22,0.3689,0.4561
2009-05-25,-0.0061,0.0
2009-05-26,1.3653,1.0636
2009-05-27,0.3043,0.1022
2009-05-28,-1.3576,-0.6496
2009-05-29,0.161,0.6929
2009-06-01,4.0831,1.9975
2009-06-02,0.0292,-0.6473
2009-06-03,-1.7405,-2.0907
2009-06-04,0.2032,0.0803
2009-06-05,0.2415,1.1767
2009-06-08,-1.4243,-0.7511
2009-06-09,-0.1371,-0.0098
2009-06-10,1.0669,0.7256
2009-06-11,1.1102,0.5662
2009-06-12,-0.7444,-0.4464
2009-06-15,-3.537,-2.6101
2009-06-16,0.016,0.0592
2009-06-17,-1.8554,-1.1577
2009-06-18,0.7813,0.0561
2009-06-19,0.0409,1.52
2009-06-22,-3.0181,-2.5744
2009-06-23,0.293,-0.0952
2009-06-24,2.7375,1.1811
2009-06-25,-0.733,-0.6404
2009-06-26,-0.5018,-0.2718
2009-06-29,2.2741,1.2502
2009-06-30,-1.565,-1.0438
2009-07-01,2.013,2.1533
2009-07-02,-3.8111,-2.4521
2009-07-03,-0.2179,0.0475
2009-07-06,-1.1977,-0.9766
2009-07-07,-1.1529,-0.1886
2009-07-08,-0.5554,-1.117
2009-07-09,1.2557,0.4451
2009-07-10,-1.1611,-0.7572
2009-07-13,3.191,1.8163
2009-07-14,1.2568,0.846
2009-07-15,3.069,2.567
2009-07-16,0.5833,0.3539
2009-07-17,0.4279,0.6169
2009-07-20,1.0395,1.2502
2009-07-21,1.2687,0.845
2009-07-22,0.5416,0.2803
2009-07-23,2.4547,1.4703
2009-07-24,-0.3415,0.3687
2009-07-27,0.4243,0.208
2009-07-28,-1.4626,-1.2492
2009-07-29,1.847,0.4127
2009-07-30,1.7141,1.8489
2009-07-31,-0.532,-0.502
2009-08-03,1.7762,1.6079
2009-08-04,-0.1811,-0.2368
2009-08-05,-1.1816,-0.5189
2009-08-06,0.317,0.9339
2009-08-07,1.657,0.8747
2009-08-10,-0.7481,-0.1978
2009-08-11,-2.442,-1.077
2009-08-12,1.2161,0.9723
2009-08-13,0.9536,0.8205
2009-08-14,-1.7034,-0.8725
2009-08-17,-2.0248,-1.4629
2009-08-18,0.9445,0.8777
2009-08-19,-0.3573,0.083
2009-08-20,1.5115,1.4268
2009-08-21,2.8559,1.9827
2009-08-24,1.0436,0.9347
2009-08-25,0.6765,0.4201
2009-08-26,-0.632,-0.5333
2009-08-27,-0.9352,-0.4341
2009-08-28,0.8595,0.8122
2009-08-31,-0.9559,0.0
2009-09-01,-2.5129,-1.8171
2009-09-02,-0.1398,-0.0446
2009-09-03,-0.3463,-0.4318
2009-09-04,1.5658,1.1456
2009-09-07,1.4687,1.6794
2009-09-08,0.3335,0.287
2009-09-09,1.688,1.1513
2009-09-10,0.3679,-0.3321
2009-09-11,0.5228,0.477
2009-09-14,-0.0672,0.1473
2009-09-15,0.1555,0.4639
2009-09-16,1.2663,1.6263
2009-09-17,0.5417,0.7771
2009-09-18,-0.4765,0.1731
2009-09-21,-0.6168,-0.7448
2009-09-22,0.7185,0.1605
2009-09-23,-0.1284,-0.0628
2009-09-24,-1.6983,-1.1694
2009-09-25,-0.4246,0.0577
2009-09-28,2.7753,1.643
2009-09-29,-0.3973,-0.1158
2009-09-30,-0.6714,-0.5004
2009-10-01,-2.1252,-1.6769
2009-10-02,-1.56,-1.171
2009-10-05,0.7489,0.7142
2009-10-06,2.7009,2.262
2009-10-07,-0.2985,-0.566
2009-10-08,1.3436,0.8953
2009-10-09,-0.0815,0.1403
2009-10-12,1.2492,0.9357
2009-10-13,-1.1917,-1.0752
2009-10-14,2.447,1.978
2009-10-15,-0.3992,-0.6307
2009-10-16,-1.4986,-0.6263
2009-10-19,1.9008,1.7591
2009-10-20,-0.697,-0.7221
2009-10-21,0.3737,0.2756
2009-10-22,-1.2096,-0.9603
2009-10-23,-0.3935,0.6762
2009-10-26,-1.7088,-0.9696
2009-10-27,-0.1265,0.1778
2009-10-28,-2.4623,-2.3178
2009-10-29,1.6589,1.1279
2009-10-30,-3.0871,-1.8135
2009-11-02,0.2929,1.1884
2009-11-03,-1.4265,-1.3182
2009-11-04,1.6976,1.4032
2009-11-05,0.6739,0.3475
2009-11-06,0.1337,0.3332
2009-11-09,2.3955,1.7979
2009-11-10,-0.116,-0.0884
2009-11-11,0.9825,0.6921
2009-11-12,-0.0774,0.1851
2009-11-13,0.4038,0.3768
2009-11-16,2.0748,1.6292
2009-11-17,-0.4546,-0.6826
2009-11-18,0.1589,-0.0711
2009-11-19,-1.4761,-1.3933
2009-11-20,-0.6845,-0.3092
2009-11-23,2.4426,1.9821
2009-11-24,-0.5545,-0.5889
2009-11-25,0.5843,0.7673
2009-11-26,-3.2543,-3.1815
2009-11-27,1.2725,0.9934
2009-11-30,-1.0493,-1.0494
2009-12-01,2.6779,2.3405
2009-12-02,0.0878,0.2865
2009-12-03,-0.196,-0.2701
2009-12-04,0.8197,0.1762
2009-12-07,-0.5655,-0.2198
2009-12-08,-1.6625,-1.6482
2009-12-09,-0.7162,-0.3684
2009-12-10,1.0832,0.7779
2009-12-11,0.828,0.328
2009-12-14,0.7986,1.0219
2009-12-15,0.1565,-0.5563
2009-12-16,1.5847,0.6525
2009-12-17,-0.9992,-1.9294
2009-12-18,-0.2264,-0.3986
2009-12-21,1.7032,1.87
2009-12-22,0.2556,0.6549
2009-12-23,0.1976,0.8205
2009-12-24,0.0,0.559
2009-12-25,0.0,0.0
2009-12-28,0.7634,0.0
2009-12-29,0.1438,0.6516
2009-12-30,-0.9003,-0.731
2009-12-31,0.0,0.2783
2010-01-01,0.0,0.0
2010-01-04,1.5253,1.6158
2010-01-05,-0.2718,0.4029
2010-01-06,0.0409,0.1365
2010-01-07,-0.2481,-0.06
2010-01-08,0.3032,0.1361
2010-01-11,0.0479,0.0692
2010-01-12,-1.6141,-0.7107
2010-01-13,0.3389,-0.4588
2010-01-14,0.4317,0.4516
2010-01-15,-1.8853,-0.779
2010-01-18,0.7246,0.7153
2010-01-19,0.9788,0.3413
2010-01-20,-2.0907,-1.6749
2010-01-21,-1.7869,-1.5809
2010-01-22,-0.8987,-0.6019
2010-01-25,-1.1229,-0.8048
2010-01-26,0.667,0.3144
2010-01-27,-0.4539,-1.1253
2010-01-28,-1.8229,-1.3748
2010-01-29,1.2357,0.8314
2010-02-01,0.8146,1.135
2010-02-02,0.9759,0.6841
2010-02-03,-0.658,-0.5709
2010-02-04,-2.448,-2.1671
2010-02-05,-1.7874,-1.5253
2010-02-08,0.9295,0.6206
2010-02-09,0.2445,0.3831
2010-02-10,0.6931,0.3942
2010-02-11,-0.5859,0.5746
2010-02-12,-0.0643,-0.3687
2010-02-15,0.1947,0.4865
2010-02-16,1.4701,1.4822
2010-02-17,1.0053,0.6213
2010-02-18,0.5678,0.9182
2010-02-19,0.733,0.6212
2010-02-22,-0.5874,-0.1138
2010-02-23,-1.4832,-0.6909
2010-02-24,0.2041,0.5236
2010-02-25,-1.4813,-1.2109
2010-02-26,1.1953,1.4456
2010-03-01,2.055,0.9603
2010-03-02,1.1035,1.4451
2010-03-03,0.7153,0.8962
2010-03-04,-0.3878,-0.1093
2010-03-05,1.4156,1.3135
2010-03-08,-0.0247,0.1243
2010-03-09,0.1698,-0.0788
2010-03-10,0.8636,0.6831
2010-03-11,-0.1363,-0.4133
2010-03-12,0.278,0.1494
2010-03-15,-0.6989,-0.5653
2010-03-16,1.1422,0.4752
2010-03-17,0.8925,0.4306
2010-03-18,-0.1987,-0.0356
2010-03-19,-0.497,0.1329
2010-03-22,0.0847,-0.0988
2010-03-23,0.4972,0.5154
2010-03-24,0.3611,0.0749
2010-03-25,1.5557,0.8766
2010-03-26,-0.2103,-0.43
2010-03-29,0.6013,0.134
2010-03-30,-0.2339,-0.6714
2010-03-31,0.1807,0.129
2010-04-01,1.3327,1.1488
2010-04-02,0.0,0.0
2010-04-05,0.0,0.0
2010-04-06,0.267,0.6172
2010-04-07,-0.4766,-0.3164
2010-04-08,-0.8129,-0.8566
2010-04-09,1.2617,1.0202
2010-04-12,0.0158,0.1156
2010-04-13,-0.3177,-0.2768
2010-04-14,0.7635,0.6003
2010-04-15,0.2079,0.4962
2010-04-16,-1.7571,-1.3914
2010-04-19,-0.2987,-0.2794
2010-04-20,1.6518,0.9738
2010-04-21,-0.5404,-1.0419
2010-04-22,-0.9897,-1.0151
2010-04-23,1.4721,1.0294
2010-04-26,1.1594,0.5276
2010-04-27,-2.7256,-2.6127
2010-04-28,-1.2204,-0.3018
2010-04-29,0.9955,0.559
2010-04-30,-0.1499,-1.149
2010-05-03,0.5088,0.0
2010-05-04,-2.5955,-2.5603
2010-05-05,-0.8059,-1.2785
2010-05-06,-0.8423,-1.5152
2010-05-07,-3.2695,-2.6225
2010-05-10,5.2986,5.161
2010-05-11,0.329,-0.9877
2010-05-12,2.4145,0.9231
2010-05-13,1.1075,0.934
2010-05-14,-3.1232,-3.1448
2010-05-17,0.1686,-0.0059
2010-05-18,1.4671,0.8513
2010-05-19,-2.7171,-2.8123
2010-05-20,-2.017,-1.6469
2010-05-21,-0.6583,-0.2011
2010-05-24,-0.4043,0.1319
2010-05-25,-2.3363,-2.5432
2010-05-26,1.5517,1.9714
2010-05-27,3.1108,3.1181
2010-05-28,0.1523,-0.1297
2010-05-31,0.3052,0.0
2010-06-01,0.284,-0.4843
2010-06-02,-0.0012,-0.232
2010-06-03,1.2277,1.162
2010-06-04,-1.9118,-1.6346
2010-06-07,-0.5713,-1.1108
2010-06-08,-0.6164,-0.8071
2010-06-09,1.98,1.1477
2010-06-10,1.2004,0.9171
2010-06-11,-0.1446,0.6075
2010-06-14,1.276,0.7446
2010-06-15,0.8171,0.3016
2010-06-16,0.2568,0.3852
2010-06-17,0.5271,0.3049
2010-06-18,-0.1054,-0.0581
2010-06-21,1.2223,0.9193
2010-06-22,-0.3803,-0.9838
2010-06-23,-1.0292,-1.3048
2010-06-24,-1.4351,-1.5118
2010-06-25,-0.7339,-1.0541
2010-06-28,1.4269,0.4996
2010-06-29,-3.3325,-3.1047
2010-06-30,0.2266,0.0539
2010-07-01,-1.8119,-2.26
2010-07-02,-0.3974,0.6729
2010-07-05,-0.3077,-0.3009
2010-07-06,2.1454,2.9329
2010-07-07,0.8733,1.0034
2010-07-08,0.7142,1.8072
2010-07-09,0.4901,0.5384
2010-07-12,0.197,0.6639
2010-07-13,1.8749,2.0128
2010-07-14,0.3009,-0.332
2010-07-15,-0.9727,-0.8038
2010-07-16,-1.774,-1.0063
2010-07-19,-0.5159,-0.2049
2010-07-20,-0.6926,-0.1713
2010-07-21,0.3836,1.4628
2010-07-22,2.5336,1.9018
2010-07-23,0.3938,-0.0224
2010-07-26,0.452,0.7247
2010-07-27,0.2115,0.2719
2010-07-28,-0.457,-0.8571
2010-07-29,-0.716,-0.1077
2010-07-30,0.2163,-1.0525
2010-08-02,2.3448,2.6453
2010-08-03,0.2508,-0.0117
2010-08-04,0.3713,-0.1912
2010-08-05,0.0355,-0.3784
2010-08-06,-1.1676,-0.6223
2010-08-09,1.4693,1.4652
2010-08-10,-1.0289,-0.6304
2010-08-11,-2.1027,-2.4403
2010-08-12,-0.3071,0.3975
2010-08-13,-0.4036,0.1781
2010-08-16,0.0026,0.0125
2010-08-17,1.5683,1.4111
2010-08-18,-0.3237,-0.8911
2010-08-19,-1.7972,-1.727
2010-08-20,-1.1517,-0.3072
2010-08-23,0.0958,0.7615
2010-08-24,-1.2556,-1.507
2010-08-25,-0.6055,-0.9028
2010-08-26,0.2217,0.9089
2010-08-27,0.6527,0.8868
2010-08-30,-0.6513,0.0
2010-08-31,0.2167,0.4549
2010-09-01,2.678,2.7021
2010-09-02,-0.0008,0.0863
2010-09-03,0.8345,1.0633
2010-09-06,0.3329,0.2034
2010-09-07,-0.6036,-0.5767
2010-09-08,0.7609,0.4053
2010-09-09,0.926,1.1864
2010-09-10,-0.1085,0.1361
2010-09-13,0.7548,1.1613
2010-09-14,0.2193,0.0338
2010-09-15,-0.2158,-0.2128
2010-09-16,-0.1951,-0.2776
2010-09-17,-0.6383,-0.572
2010-09-20,1.3659,1.7081
2010-09-21,-0.2955,-0.4703
2010-09-22,-1.0779,-0.4354
2010-09-23,-0.3805,-0.087
2010-09-24,1.8366,0.9266
2010-09-27,-0.3082,-0.4476
2010-09-28,-0.0446,0.0901
2010-09-29,-0.4648,-0.1644
2010-09-30,-0.2865,-0.3708
2010-10-01,-0.2838,0.798
2010-10-04,-1.2418,-0.6603
2010-10-05,1.3306,1.4361
2010-10-06,0.8832,0.8097
2010-10-07,0.088,-0.339
2010-10-08,0.2457,-0.0798
2010-10-11,0.2835,0.2614
2010-10-12,-0.0783,-0.1906
2010-10-13,2.0612,1.5148
2010-10-14,0.3225,-0.3504
2010-10-15,0.5736,-0.4163
2010-10-18,0.3748,0.6864
2010-10-19,-0.3981,-0.6727
2010-10-20,0.5217,0.439
2010-10-21,1.3251,0.505
2010-10-22,-0.0782,-0.2864
2010-10-25,0.5052,0.1848
2010-10-26,-0.3827,-0.7768
2010-10-27,-0.6925,-1.0737
2010-10-28,0.4153,0.5645
2010-10-29,0.0923,-0.0481
2010-11-01,0.0529,0.3429
2010-11-02,0.7487,1.103
2010-11-03,-0.5487,-0.1469
2010-11-04,1.7663,1.9798
2010-11-05,0.2897,0.2142
2010-11-08,-0.0548,-0.4321
2010-11-09,0.5527,0.4313
2010-11-10,-1.0014,-0.9915
2010-11-11,0.0531,-0.0294
2010-11-12,0.1666,-0.3157
2010-11-15,0.825,0.4061
2010-11-16,-1.8693,-2.3797
2010-11-17,0.5527,0.1876
2010-11-18,1.9707,1.3377
2010-11-19,0.1674,-0.622
2010-11-22,-0.3142,-0.9071
2010-11-23,-1.7158,-1.7524
2010-11-24,1.7718,1.3585
2010-11-25,0.8186,0.7394
2010-11-26,-0.446,-0.5305
2010-11-29,-2.2049,-2.0772
2010-11-30,-0.1415,-0.4086
2010-12-01,2.6634,2.0663
2010-12-02,1.325,2.2164
2010-12-03,-0.1421,-0.3856
2010-12-06,0.0959,0.4344
2010-12-07,0.6835,0.6615
2010-12-08,-0.3719,-0.2397
2010-12-09,-0.1679,0.2318
2010-12-10,0.6032,0.0859
2010-12-13,0.3314,0.8223
2010-12-14,-0.0283,0.5197
2010-12-15,-0.157,-0.1533
2010-12-16,0.1144,-0.018
2010-12-17,-0.5972,-0.1593
2010-12-20,0.5177,0.3382
2010-12-21,0.8462,1.0216
2010-12-22,-0.1423,0.5324
2010-12-23,-0.1447,0.2102
2010-12-24,0.0,0.2143
2010-12-27,-1.2321,0.0
2010-12-28,0.0197,0.0
2010-12-29,0.3352,-0.209
2010-12-30,-1.1619,-0.4228
2010-12-31,0.0,-1.1903
2011-01-03,1.0927,0.0
2011-01-04,-0.2059,1.931
2011-01-05,-0.5094,0.4987
2011-01-06,0.599,-0.4029
2011-01-07,-0.4806,-0.5844
2011-01-10,-1.3066,-0.4684
2011-01-11,1.2325,0.9692
2011-01-12,1.8326,0.6101
2011-01-13,0.0895,-0.4436
2011-01-14,0.0083,-0.3621
2011-01-17,0.0334,-0.2727
2011-01-18,0.9238,1.1816
2011-01-19,-0.8496,-1.3165
2011-01-20,-0.8258,-1.8202
2011-01-21,0.5431,0.483
2011-01-24,0.0758,0.8073
2011-01-25,-0.1239,-0.4398
2011-01-26,0.9681,0.8703
2011-01-27,0.3961,-0.0692
2011-01-28,-0.7376,-1.4033
2011-01-31,-0.3565,-0.3134
2011-02-01,1.5089,1.6183
2011-02-02,-0.0084,0.7092
2011-02-03,0.1393,-0.2788
2011-02-04,0.3132,0.2347
2011-02-07,0.9341,0.8946
2011-02-08,0.544,0.666
2011-02-09,-0.032,-0.6409
2011-02-10,0.2647,-0.5334
2011-02-11,0.4212,0.7125
2011-02-14,0.345,-0.0463
2011-02-15,0.0461,-0.3797
2011-02-16,0.1927,0.7982
2011-02-17,-0.1186,0.0347
2011-02-18,0.2876,-0.0721
2011-02-21,-1.4138,-1.121
2011-02-22,-0.0473,-0.2999
2011-02-23,-1.691,-1.2212
2011-02-24,-0.8909,-0.0599
2011-02-25,0.7667,1.372
2011-02-28,1.2129,-0.1198
2011-03-01,-0.6741,-0.9718
2011-03-02,-0.5839,-0.3516
2011-03-03,0.6244,1.525
2011-03-04,-0.6513,-0.2448
2011-03-07,-0.2364,-0.2773
2011-03-08,0.0394,0.0164
2011-03-09,-0.4599,-0.627
2011-03-10,-0.9634,-1.5497
2011-03-11,-1.1553,-0.2843
2011-03-14,-1.6452,-0.9167
2011-03-15,-3.1889,-1.3845
2011-03-16,-2.013,-1.704
2011-03-17,2.1959,1.7484
2011-03-18,0.113,0.3866
2011-03-21,2.2766,1.1885
2011-03-22,-0.5157,-0.4041
2011-03-23,0.3463,0.5756
2011-03-24,1.8977,1.4664
2011-03-25,0.1843,0.3382
2011-03-28,-0.1113,0.0632
2011-03-29,-0.0604,0.4688
2011-03-30,1.7696,0.2719
2011-03-31,-0.2245,-0.6647
2011-04-01,1.967,1.712
2011-04-04,-0.0624,0.1175
2011-04-05,-0.0003,-0.1649
2011-04-06,0.5547,0.5672
2011-04-07,-0.5035,-0.5588
2011-04-08,0.5327,0.8053
2011-04-11,-0.1685,-0.0381
2011-04-12,-1.415,-1.4697
2011-04-13,1.0567,0.7707
2011-04-14,-0.4376,-0.776
2011-04-15,0.444,0.5401
2011-04-18,-2.1097,-2.1002
2011-04-19,0.1773,0.4564
2011-04-20,2.9815,2.1264
2011-04-21,0.6387,-0.0658
2011-04-22,0.0,0.0
2011-04-25,0.0,0.0
2011-04-26,0.8364,0.8484
2011-04-27,0.6585,-0.0198
2011-04-28,0.949,0.0287
2011-04-29,0.5249,0.0
2011-05-02,0.1754,0.0
2011-05-03,-0.3579,0.2138
2011-05-04,-1.6901,-1.6244
2011-05-05,0.0411,-1.071
2011-05-06,1.5628,0.9593
2011-05-09,-1.0909,-0.5702
2011-05-10,1.228,1.2822
2011-05-11,-0.0862,-0.7126
2011-05-12,-0.6818,-0.5194
2011-05-13,-0.5459,-0.3211
2011-05-16,-0.213,-0.0368
2011-05-17,-1.7718,-1.0583
2011-05-18,0.646,1.0662
2011-05-19,0.749,0.5487
2011-05-20,-1.2423,-0.1259
2011-05-23,-1.9995,-1.8929
2011-05-24,0.4092,0.3859
2011-05-25,0.2836,0.2002
2011-05-26,-0.7928,0.1848
2011-05-27,0.6941,0.9842
2011-05-30,-0.0443,0.0
2011-05-31,1.8629,0.8608
2011-06-01,-1.0456,-1.0247
2011-06-02,-1.9856,-1.361
2011-06-03,0.4935,0.1212
2011-06-06,-0.3441,0.1392
2011-06-07,0.2637,0.0254
2011-06-08,-0.6056,-0.9508
2011-06-09,1.4083,0.8169
2011-06-10,-1.2537,-1.546
2011-06-13,0.2156,0.1329
2011-06-14,1.6887,0.5139
2011-06-15,-1.2451,-1.0439
2011-06-16,-0.0686,-0.7617
2011-06-17,0.7574,0.283
2011-06-20,-0.1932,-0.3771
2011-06-21,1.8923,1.4389
2011-06-22,-0.1005,-0.0402
2011-06-23,-1.769,-1.7081
2011-06-24,-0.3925,0.4113
2011-06-27,-0.1893,0.4321
2011-06-28,0.8797,0.7784
2011-06-29,1.7253,1.5445
2011-06-30,1.1256,1.5328
2011-07-01,0.5857,0.7409
2011-07-04,0.317,0.4638
2011-07-05,-0.0473,0.1079
2011-07-06,-0.1109,-0.3504
2011-07-07,0.5416,0.8601
2011-07-08,-0.9196,-1.0566
2011-07-11,-2.33,-1.0253
2011-07-12,-0.776,-1.0153
2011-07-13,1.3065,0.6384
2011-07-14,-0.731,-1.007
2011-07-15,0.0746,-0.0563
2011-07-18,-1.554,-1.5547
2011-07-19,1.1923,0.6463
2011-07-20,0.3989,1.1024
2011-07-21,0.9525,0.787
2011-07-22,0.4972,0.5954
2011-07-25,0.2477,-0.1644
2011-07-26,0.0669,0.0754
2011-07-27,-1.3167,-1.2336
2011-07-28,-0.8634,0.284
2011-07-29,-0.4352,-0.9879
2011-08-01,-2.8607,-0.7009
2011-08-02,-2.261,-0.9705
2011-08-03,-2.2976,-2.3412
2011-08-04,-3.4008,-3.4268
2011-08-05,-2.7842,-2.7099
2011-08-08,-5.0174,-3.3932
2011-08-09,-0.1045,1.8933
2011-08-10,-5.1319,-3.0545
2011-08-11,3.2821,3.1089
2011-08-12,3.451,3.0448
2011-08-15,0.4085,0.5742
2011-08-16,-0.454,0.1318
2011-08-17,-0.7667,-0.4858
2011-08-18,-5.8185,-4.4896
2011-08-19,-2.1918,-1.0108
2011-08-22,-0.1135,1.082
2011-08-23,1.0706,0.6696
2011-08-24,2.6878,1.49
2011-08-25,-1.7064,-1.4359
2011-08-26,-0.8356,-0.023
2011-08-29,2.3944,0.0
2011-08-30,-0.4612,2.7045
2011-08-31,2.497,2.389
2011-09-01,-0.9373,0.4471
2011-09-02,-3.3557,-2.3367
2011-09-05,-5.2751,-3.5799
2011-09-06,-0.9952,1.0634
2011-09-07,4.0732,3.1366
2011-09-08,0.0542,0.4097
2011-09-09,-4.0405,-2.3543
2011-09-12,-2.2659,-1.6306
2011-09-13,1.8538,0.87
2011-09-14,3.3647,1.0199
2011-09-15,3.1469,2.1144
2011-09-16,1.185,0.5784
2011-09-19,-2.8277,-2.0276
2011-09-20,2.8762,1.9802
2011-09-21,-2.4747,-1.4039
2011-09-22,-4.9614,-4.6668
2011-09-23,0.6264,0.4998
2011-09-26,2.8673,0.4453
2011-09-27,5.2919,4.0217
2011-09-28,-0.8887,-1.4435
